id	tier	category	english_cue	expression	anchor	example	sources	note
C337	response	Cause, conséquence et évaluation	already overcrowded sanctuaries	des sanctuaires déjà saturés	des sanctuaires déjà saturés	Fermer tous les zoos obligerait à les placer en urgence dans des sanctuaires déjà saturés, faute de meilleure solution.	Environnement P4	saturé = full to capacity.
C338	response	Environnement et transports	parking and traffic-jam problems	des problèmes de stationnement et d'embouteillages	des problèmes de stationnement et d'embouteillages	De plus, garder une voiture en ville coûte cher et pose souvent des problèmes de stationnement et d'embouteillages.	Environnement P5	Urban-car downsides.
C339	response	Environnement et transports	give the city back to its residents	rendre la ville à ses habitants	rendre la ville à ses habitants	Cela montre que limiter la voiture, c'est aussi rendre la ville à ses habitants.	Environnement P6	rendre X à Y = give back.
C340	response	Environnement et transports	the most densely populated areas	les espaces les plus denses	les espaces les plus denses	En effet, ce sont les espaces les plus denses, où circulent à la fois les habitants, les commerces, les écoles et les touristes.	Environnement P8	dense = crowded.
C341	response	Cause, conséquence et évaluation	deteriorate when constantly visited	s'abîment vite quand ils sont fréquentés en permanence	s'abîment vite quand ils sont fréquentés en permanence	Les paysages, les plages ou les sentiers de montagne s'abîment vite quand ils sont fréquentés en permanence.	Environnement P9	s'abîmer = get damaged.
C342	response	Cause, conséquence et évaluation	has shown its limits	a montré ses limites	a montré ses limites	En effet, le modèle intensif a montré ses limites : épuisement des sols, pollution de l'eau, dépendance aux produits chimiques et fragilité des exploitations face aux crises.	Environnement P13	montrer ses limites = reach its limits.
C343	response	Environnement et transports	a strong environmental impact	un fort impact environnemental	un fort impact environnemental	En effet, certaines activités, comme l'industrie lourde ou les transports utilisant des énergies fossiles, ont un fort impact environnemental.	Environnement P14	Standard evaluation collocation.
C344	response	Cause, conséquence et évaluation	accept the burden of deciding	accepter une charge de décision	accepter une charge de décision	Ensuite, je pense qu'être responsable suppose d'accepter une charge de décision que tout le monde n'est pas prêt à porter.	Economie P3	Leadership-responsibility vocabulary.
C345	response	Cause, conséquence et évaluation	lowers concentration and raises errors	fait baisser la concentration et augmente les erreurs	fait baisser la concentration et augmente les erreurs	En effet, la fatigue de l'après-midi fait baisser la concentration et augmente les erreurs, surtout dans les métiers qui demandent de l'attention.	Economie P4	Cause-effect on performance.
C346	response	Cause, conséquence et évaluation	absenteeism and internal conflicts	l'absentéisme et les conflits internes	l'absentéisme et les conflits internes	Cela limite également l'absentéisme et les conflits internes, qui pèsent toujours sur l'organisation.	Economie P6	Hidden-cost vocabulary.
C347	response	Cause, conséquence et évaluation	before they are advertised	avant qu'elles ne soient annoncées	avant qu'elles ne soient annoncées	Une personne déjà installée dans le monde du travail entend parler des opportunités avant qu'elles ne soient annoncées.	Economie P10	avant que + ne explétif + subjonctif.
C348	response	Cause, conséquence et évaluation	temp assignments or part-time jobs	des missions d'intérim ou des temps partiels	missions d'intérim ou temps partiels	En effet, à l'entrée dans la vie active, beaucoup de jeunes enchaînent stages, contrats courts, missions d'intérim ou temps partiels.	Economie P10	Precarious-work vocabulary.
C349	response	Cause, conséquence et évaluation	that leaves few options	qui ne laisse pas beaucoup d'options	qui ne laisse pas beaucoup d'options	Ce n'est pas un choix librement consenti : c'est plutôt une réponse à une situation économique qui ne laisse pas beaucoup d'options.	Economie P14	Constraint-emphasis frame.
C350	response	Cause, conséquence et évaluation	more endured than chosen	davantage subie que choisie	davantage subie que choisie	Cela montre que la migration économique est souvent davantage subie que choisie.	Economie P14	High-value contrast; subir vs choisir.
C351	response	Étranger et immigration	prove a minimum of resources	prouver un minimum de ressources	prouver un minimum de ressources	En effet, il faut souvent obtenir un visa de travail, un permis de séjour, parfois prouver un minimum de ressources et passer plusieurs étapes avant d'avoir le droit de travailler légalement.	Economie P15	Visa-condition vocabulary.
C352	response	Étranger et immigration	have one's skills and experience recognised	faire reconnaître ses compétences et son expérience	faire reconnaître ses compétences et son expérience	Cela montre que partir ne suffit pas : il est essentiel que chacun puisse faire reconnaître ses compétences et son expérience une fois sur place.	Economie P15	Useful migration and employment collocation.
C353	response	Cause, conséquence et évaluation	bring a lot of money into the local economy	faire entrer beaucoup d'argent dans l'économie locale	fait entrer beaucoup d'argent dans l'économie locale	En effet, les touristes dépensent dans les hôtels, les restaurants, les transports, les commerces et les sites culturels, ce qui fait entrer beaucoup d'argent dans l'économie locale.	Economie P16	Tourism-economy collocation.
C354	response	Cause, conséquence et évaluation	do not depend on the person's sex	ne pas dépendre du sexe de la personne	ne dépendent absolument pas du sexe de la personne	Ces qualités ne dépendent absolument pas du sexe de la personne.	Economie P17	Anti-discrimination argument.
C355	response	Cause, conséquence et évaluation	not a question of income but of how you live	pas une question de niveau de revenu, mais de manière de vivre	pas une question de niveau de revenu, mais de manière de vivre	Cela permet de comprendre que profiter de la vie n'est pas une question de niveau de revenu, mais de manière de vivre.	Economie P18	Reframes the criterion.
C356	response	Cause, conséquence et évaluation	you get used to it very quickly	on s'habitue très vite	s'habitue très vite	Or, ce confort s'habitue très vite et ne crée pas un bonheur durable.	Economie P18	Hedonic-adaptation idea.
C357	response	Cause, conséquence et évaluation	in often gruelling conditions	dans des conditions souvent éprouvantes	dans des conditions souvent éprouvantes	En effet, les infirmiers, les enseignants, les éboueurs ou les pompiers rendent des services essentiels au quotidien, dans des conditions souvent éprouvantes.	Economie P20	Working-conditions collocation.
C358	shared	Cause, conséquence et évaluation	one of the main barriers to	l'un des principaux freins à […]	l'un des principaux freins	En effet, le coût du transport est l'un des principaux freins à l'utilisation des bus, tramways ou métros.	Economie P22	Reusable obstacle frame.
C359	shared	Cause, conséquence et évaluation	rest solely on	reposer uniquement sur […]	reposer uniquement sur	Cela montre que la solidarité ne peut pas reposer uniquement sur des structures aussi fragiles.	Economie P23	"Reusable ""cannot rest solely on"" frame."
C360	response	Travail et économie	subsidised housing	des logements à loyer modéré	des logements à loyer modéré	En effet, l'État peut mettre en place des aides sociales, un système de santé accessible, une école gratuite, des logements à loyer modéré et des politiques de l'emploi.	Economie P23	Welfare-state vocabulary.
C361	response	Cause, conséquence et évaluation	a social-protection system	un système de protection sociale	un système de protection sociale	À l'inverse, aucune association, même très bien organisée, ne peut remplacer un système de protection sociale complet.	Economie P23	Key policy term.
ENV32	response	Environnement et transports	refuse disposable plastic bags	refuser les sacs plastiques jetables	refuser les sacs plastiques jetables	En effet, des actions comme acheter en vrac, utiliser une gourde plutôt que des bouteilles en plastique, refuser les sacs plastiques jetables, composter ses déchets organiques ou éviter les objets à usage unique sont accessibles à presque tout le monde.	Environnement P3	jetable = single-use/disposable.
